업소명,coords,lats,longs
복지개화충전소,"[37.5752378697374, 126.801564748736]",[],[]
복지마곡충전소,"[37.572549552, 126.82631509]",[],[]
대영가스 충전소,"[37.572254696, 126.830979503]",[],[]
방화동LPG충전소,"[37.5852014831261, 126.816701003148]",[],[]
신림충전소,"[37.473530055, 126.934083934]","[[37.47291549, 37.47290627, 37.47290968, 37.47284089, 37.47283738, 37.47282931, 37.47281988, 37.47282811, 37.47282139, 37.472812, 37.47280321, 37.47281213, 37.47280861, 37.47287706, 37.47288083, 37.4728875, 37.47289852, 37.4728903, 37.47289665, 37.4729057, 37.47291549], [37.47350491, 37.47351303, 37.47347454, 37.47345828, 37.47345931, 37.4734223, 37.47340841, 37.47350491]]","[[126.93462514, 126.93462341, 126.93458693, 126.93457498, 126.9346138, 126.93461227, 126.93470695, 126.93470791, 126.93477631, 126.93477481, 126.93486986, 126.93487127, 126.93490819, 126.93491846, 126.93488088, 126.93488195, 126.93478759, 126.9347863, 126.93472011, 126.93472159, 126.93462514], [126.9346069, 126.93454888, 126.93450045, 126.93449777, 126.93448974, 126.93448435, 126.9345887, 126.9346069]]"
명화가스(주),"[37.473782949, 126.953507589]","[[37.47420933, 37.47425968, 37.47424069, 37.47419179, 37.47420933], [37.47449354, 37.47447959, 37.47444607, 37.47444403, 37.47440366, 37.47440221, 37.47434308, 37.47434446, 37.47429715, 37.47429814, 37.47426906, 37.47427973, 37.47449354], [37.47444228, 37.4744244, 37.47436065, 37.47435798, 37.47432868, 37.47429766, 37.47430119, 37.47429285, 37.47428909, 37.47423184, 37.4742522, 37.47444228]]","[[126.95338981, 126.95338173, 126.95323594, 126.95324607, 126.95338981], [126.95352023, 126.95339766, 126.95339944, 126.95338717, 126.95339429, 126.95338492, 126.95339656, 126.95340393, 126.9534127, 126.95342824, 126.95343359, 126.95355969, 126.95352023], [126.95272213, 126.95256621, 126.95258, 126.95256639, 126.95256585, 126.95257851, 126.9526054, 126.95260644, 126.95258926, 126.95260449, 126.95276018, 126.95272213]]"
해양가스,"[37.5346542332874, 127.083684470196]","[[37.53533488, 37.53553165, 37.53553203, 37.53543326, 37.53527758, 37.53527993, 37.53526765, 37.53523699, 37.53508128, 37.53506216, 37.53502706, 37.53504636, 37.53489448, 37.53493195, 37.5352309, 37.53525969, 37.53527291, 37.53533488], [37.53439727, 37.53440345, 37.53440964, 37.53443378, 37.53450814, 37.53447726, 37.53439727], [37.53414767, 37.53417181, 37.53434136, 37.53431805, 37.53414767], [37.53392319, 37.53397147, 37.53404779, 37.5339981, 37.53392319], [37.53424043, 37.53416285, 37.53418834, 37.53426581, 37.53424043], [37.53444156, 37.53429822, 37.53432341, 37.53438386, 37.53438257, 37.53440476, 37.53440606, 37.53446676, 37.53444156], [37.53435779, 37.53440629, 37.53441841, 37.53454203, 37.53453801, 37.53453732, 37.53454407, 37.53449479, 37.534357, 37.53435779], [37.53412898, 37.53414897, 37.53429564, 37.53427738, 37.53412859, 37.53412898]]","[[127.08379004, 127.08371378, 127.08371406, 127.08330553, 127.08336506, 127.08337632, 127.08337987, 127.08325622, 127.0833163, 127.08323806, 127.08325245, 127.0833305, 127.08339009, 127.08354484, 127.0834273, 127.0835454, 127.08353949, 127.08379004], [127.08374284, 127.0837752, 127.08377273, 127.08386875, 127.08384002, 127.08371394, 127.08374284], [127.08314574, 127.08324795, 127.08318574, 127.08308477, 127.08314574], [127.08324537, 127.08346092, 127.08343219, 127.08321753, 127.08324537], [127.08376075, 127.08378549, 127.08391154, 127.08388617, 127.08376075], [127.08336889, 127.08342249, 127.08352875, 127.08350616, 127.08350074, 127.08349126, 127.08349668, 127.08347516, 127.08336889], [127.08283348, 127.08289649, 127.08289426, 127.08274246, 127.0827373, 127.08273559, 127.08272728, 127.08266399, 127.0828332, 127.08283348], [127.08370478, 127.08378359, 127.08372495, 127.08364766, 127.08370237, 127.08370478]]"
중곡동충전소,"[37.5600856712017, 127.073725000557]","[[37.55980031, 37.55987687, 37.55991833, 37.55983811, 37.55983699, 37.5598336, 37.55983021, 37.55983951, 37.55983556, 37.55982852, 37.5598209, 37.55982231, 37.55980031]]","[[127.07458742, 127.07462995, 127.07451964, 127.07447569, 127.07447941, 127.07447799, 127.0744893, 127.07449373, 127.07450434, 127.07450786, 127.07452961, 127.07453828, 127.07458742]]"
한양에너지(주),"[37.564964693202, 127.076620365821]","[[37.56457722, 37.56461156, 37.56460733, 37.56465715, 37.56466053, 37.56468868, 37.56469037, 37.56469854, 37.56472562, 37.56460459, 37.56457722], [37.56422204, 37.56429521, 37.56430508, 37.56430902, 37.56433582, 37.56425927, 37.56422204], [37.56536325, 37.56537178, 37.56540899, 37.56540849, 37.56533224, 37.56526, 37.56533771, 37.56536604, 37.56535884, 37.56536325], [37.56552408, 37.56552648, 37.56544031, 37.56541107, 37.56542177, 37.56541607, 37.56540538, 37.56536695, 37.56544632, 37.56549855, 37.56550183, 37.56552408], [37.56528041, 37.56528091, 37.56523215, 37.56522638, 37.56521917, 37.56515567, 37.56516303, 37.56515887, 37.56520818, 37.56520982, 37.56523598, 37.56526396, 37.56525368, 37.56525976, 37.56526781, 37.56527814, 37.56528028, 37.56530734, 37.56528041], [37.56447295, 37.56442611, 37.56445839, 37.5644574, 37.56452206, 37.56452305, 37.56455534, 37.56460149, 37.56457606, 37.56457741, 37.56449998, 37.56449774, 37.56447295], [37.56488913, 37.56496915, 37.56489001, 37.5648097, 37.56488913]]","[[127.07731611, 127.0773333, 127.07734514, 127.07737296, 127.07736323, 127.07737812, 127.07737246, 127.07737689, 127.07729698, 127.07723053, 127.07731611], [127.07752318, 127.07756571, 127.07753796, 127.07754026, 127.07746778, 127.0774233, 127.07752318], [127.07747506, 127.07747883, 127.07736892, 127.07736864, 127.07732601, 127.07753154, 127.077575, 127.07749482, 127.0774908, 127.07747506], [127.07742311, 127.07742391, 127.07737979, 127.07746193, 127.07746794, 127.07748395, 127.07747794, 127.07758593, 127.0776305, 127.07748378, 127.07748562, 127.07742311], [127.07729022, 127.07728678, 127.0772574, 127.07727151, 127.07726745, 127.07744504, 127.07745069, 127.07746236, 127.07749018, 127.07748739, 127.07750214, 127.07742673, 127.07742094, 127.07740451, 127.07740905, 127.07738014, 127.0773811, 127.07730541, 127.07729022], [127.07680389, 127.07689266, 127.07691955, 127.07692144, 127.07697529, 127.07697341, 127.07700031, 127.07691096, 127.07688977, 127.07688722, 127.07682028, 127.07682454, 127.07680389], [127.07764534, 127.07742273, 127.07737765, 127.07760009, 127.07764534]]"
오승프라임산업(주),"[37.5069202213674, 126.829135125174]",[],[]
대성산업(주)오류동충전소,"[37.492740694809, 126.837953228246]","[[37.49233766, 37.49234102, 37.49233801, 37.49233681, 37.4922225, 37.49222148, 37.4922158, 37.49221681, 37.49223887, 37.49223954, 37.49221397, 37.49221417, 37.49221767, 37.49221737, 37.4922124, 37.49221262, 37.49223441, 37.49223509, 37.49221379, 37.49221363, 37.49221558, 37.49221644, 37.49233069, 37.49233205, 37.49233458, 37.49233672, 37.49233413, 37.49233332, 37.49233766], [37.49339731, 37.49341699, 37.49348908, 37.49348357, 37.4933911, 37.49339731]]","[[126.8385666, 126.83833937, 126.83833918, 126.83828115, 126.83828058, 126.83833111, 126.83833117, 126.83843886, 126.8384412, 126.83846739, 126.83846724, 126.83856756, 126.8385689, 126.8386678, 126.83866759, 126.83877678, 126.83877725, 126.83880073, 126.83880325, 126.83890513, 126.83890813, 126.83896149, 126.83896048, 126.83891267, 126.83891145, 126.83867279, 126.83867155, 126.83856745, 126.8385666], [126.83714899, 126.83714998, 126.83708867, 126.83679301, 126.83679651, 126.83714899]]"
동일석유(주)남부충전소,"[37.48437303, 126.901962308]",[],[]
한일가스산업(주),"[37.5018769163267, 126.877745152543]",[],[]
개봉충전소,"[37.4964660333256, 126.860599229921]","[[37.49613899, 37.49606013, 37.49609569, 37.49598771, 37.49598064, 37.49595905, 37.49596447, 37.49585224, 37.49581303, 37.49603847, 37.49592419, 37.49602844, 37.49613899], [37.49668651, 37.49671874, 37.49635979, 37.49640989, 37.49630672, 37.49625055, 37.49626231, 37.49625013, 37.49623477, 37.4961998, 37.49630003, 37.49632362, 37.49668651], [37.49600551, 37.49603251, 37.49573276, 37.49570613, 37.49600551], [37.49623739, 37.49626544, 37.49608745, 37.49605774, 37.49623739]]","[[126.8600521, 126.86001783, 126.85987582, 126.85983279, 126.85985297, 126.8598434, 126.85982341, 126.85977498, 126.85991654, 126.86001077, 126.86045525, 126.86049424, 126.8600521], [126.86000661, 126.85988729, 126.85973732, 126.85954056, 126.85950076, 126.85971616, 126.85972189, 126.85977501, 126.85976884, 126.85991877, 126.85995803, 126.85986537, 126.86000661], [126.86147908, 126.86136221, 126.86125475, 126.86137621, 126.86147908], [126.8615679, 126.86143715, 126.86137746, 126.86150316, 126.8615679]]"
(주)중앙에너비스 삼중가스지점,"[37.460993755, 126.898491137]","[[37.46089629, 37.46089657, 37.46091432, 37.46091236, 37.46091743, 37.46091492, 37.46091718, 37.46092197, 37.46101324, 37.46106794, 37.46101189, 37.46095224, 37.46094465, 37.46092804, 37.46090806, 37.46090469, 37.46090159, 37.46090076, 37.46090048, 37.46090105, 37.46089629], [37.46074139, 37.46078739, 37.46077726, 37.46078318, 37.46076321, 37.46080186, 37.46111845, 37.46109898, 37.46112233, 37.46107328, 37.46105162, 37.46103471, 37.46104512, 37.4610206, 37.46102904, 37.46100198, 37.46090799, 37.46090574, 37.46084298, 37.46084354, 37.46074139], [37.46118245, 37.46122706, 37.46125775, 37.46132389, 37.46127449, 37.46118245], [37.46047977, 37.46053395, 37.46063583, 37.46058615, 37.46047977], [37.46144463, 37.46135591, 37.46140396, 37.46141563, 37.46145132, 37.46152837, 37.46144463]]","[[126.89930862, 126.89931586, 126.89933015, 126.89934533, 126.8993515, 126.89936846, 126.89937624, 126.89939265, 126.89943332, 126.89920242, 126.89918466, 126.89922377, 126.89923879, 126.89923917, 126.89925208, 126.89926269, 126.89926622, 126.89927488, 126.89928053, 126.89928672, 126.89930862], [126.89894925, 126.89906856, 126.89907617, 126.89909206, 126.89910357, 126.89919482, 126.89898953, 126.89894347, 126.89890918, 126.89884954, 126.89887678, 126.89885543, 126.89884411, 126.89881835, 126.8988065, 126.89877916, 126.89884111, 126.89883846, 126.89888041, 126.89888411, 126.89894925], [126.89876445, 126.89890496, 126.89890582, 126.89887128, 126.89871999, 126.89876445], [126.89921875, 126.89936703, 126.89930826, 126.89916438, 126.89921875], [126.89925395, 126.89938484, 126.89943609, 126.89941887, 126.89945695, 126.89934328, 126.89925395]]"
신성에너지주식회사,"[37.6291630142527, 127.070827556521]","[[37.62835713, 37.628464, 37.62847784, 37.62852803, 37.62855004, 37.62865539, 37.62859825, 37.62857214, 37.62832937, 37.62835713], [37.62954739, 37.62955379, 37.62954957, 37.62954317, 37.62948966, 37.62947633, 37.62945681, 37.62947015, 37.62941773, 37.62942449, 37.62942045, 37.62941315, 37.62938743, 37.62937545, 37.62936798, 37.62929616, 37.6293858, 37.62936607, 37.62938531, 37.62940567, 37.62949712, 37.62953398, 37.62954179, 37.62958686, 37.62954739], [37.62978715, 37.6297627, 37.62974197, 37.62973783, 37.6294152, 37.62941834, 37.62940122, 37.62942577, 37.62954689, 37.62955219, 37.62960438, 37.62960078, 37.62978715], [37.62990126, 37.62988305, 37.62990283, 37.62991987, 37.62997461, 37.63004293, 37.63003763, 37.63004952, 37.62992293, 37.62991104, 37.62990339, 37.62983283, 37.62990126]]","[[127.07071733, 127.07068175, 127.07074996, 127.07073641, 127.07083704, 127.0708027, 127.07052646, 127.07050627, 127.07058363, 127.07071733], [127.0706156, 127.07061141, 127.07059181, 127.07059554, 127.07041514, 127.07042057, 127.07035462, 127.07034795, 127.07015985, 127.07015577, 127.07013776, 127.07014126, 127.0700548, 127.07005842, 127.07003631, 127.07006695, 127.07037914, 127.07038818, 127.07045843, 127.07044894, 127.07076259, 127.07074473, 127.07077124, 127.07075225, 127.0706156], [127.06983506, 127.06974667, 127.06975685, 127.0697445, 127.06988886, 127.06990143, 127.06991128, 127.06999763, 127.06994336, 127.06996172, 127.06993696, 127.06992098, 127.06983506], [127.07023179, 127.07024106, 127.07030871, 127.07030227, 127.07049456, 127.07046415, 127.07043979, 127.07043448, 127.06998664, 127.06999264, 127.06997099, 127.07000004, 127.07023179]]"
(주)노일가스,"[37.6713898117658, 127.055575825723]",[],[]
(주)평안에너지상계충전소,"[37.649219191, 127.067179313]",[],[]
복지공릉충전소,"[37.6389995094706, 127.109726783097]",[],[]
태능가스(주),"[37.6169773825324, 127.072525245416]","[[37.61832471, 37.61830487, 37.61814105, 37.61814106, 37.61813529, 37.61813153, 37.61795582, 37.61795295, 37.61775083, 37.61774741, 37.61756296, 37.61758252, 37.61797233, 37.61797628, 37.61813073, 37.61813466, 37.61832471], [37.61749728, 37.61739474, 37.61740048, 37.61727406, 37.61726975, 37.61723181, 37.61724679, 37.61753199, 37.61752022, 37.61750238, 37.61749728], [37.61756352, 37.61752368, 37.61743105, 37.61746043, 37.61756352], [37.61730489, 37.61741636, 37.61737374, 37.6172657, 37.61730489], [37.61764857, 37.61755919, 37.61759767, 37.61768976, 37.61764857], [37.61721792, 37.61738625, 37.61738894, 37.6174212, 37.61741824, 37.61750609, 37.6174868, 37.61741525, 37.61741696, 37.61716077, 37.61715817, 37.61708274, 37.61709788, 37.61718692, 37.61718834, 37.61721971, 37.61721792], [37.61698272, 37.61698933, 37.61699642, 37.6170022, 37.61700929, 37.61701507, 37.61702216, 37.61702825, 37.61703535, 37.61704109, 37.61711112, 37.61709925, 37.61711255, 37.61710597, 37.61717512, 37.61715684, 37.6170008, 37.61700754, 37.61698272]]","[[127.07237616, 127.07225177, 127.07228753, 127.0722728, 127.07227302, 127.07224549, 127.07227771, 127.0722494, 127.07229337, 127.07227117, 127.07230724, 127.07244635, 127.07238376, 127.07240358, 127.07237349, 127.0724205, 127.07237616], [127.07304568, 127.0730603, 127.0730978, 127.07312226, 127.07309246, 127.07310036, 127.07321749, 127.07315366, 127.07309022, 127.07309247, 127.07304568], [127.07346099, 127.07318196, 127.07320622, 127.07348138, 127.07346099], [127.07351611, 127.07349232, 127.07321512, 127.07324072, 127.07351611], [127.07315479, 127.0731734, 127.07345162, 127.07342996, 127.07315479], [127.07254998, 127.07250155, 127.07252047, 127.07251552, 127.07250158, 127.07248298, 127.07235757, 127.07237234, 127.07237959, 127.07243858, 127.07242804, 127.07244926, 127.07257919, 127.07256105, 127.07257305, 127.07256811, 127.07254998], [127.07301604, 127.07306201, 127.0730604, 127.07310052, 127.07309891, 127.07313903, 127.07313742, 127.07317977, 127.07317816, 127.073218, 127.07320207, 127.0731196, 127.07311657, 127.07307088, 127.07305514, 127.07292809, 127.07296358, 127.07301039, 127.07301604]]"
복지노원충전소,"[37.6872079261507, 127.05584077201]",[],[]
동원가스충전소,"[37.644224122, 127.032635317]","[[37.64466188, 37.64452136, 37.64448366, 37.64462609, 37.64466188], [37.64346419, 37.64362871, 37.64369329, 37.64363558, 37.64364821, 37.64362409, 37.64361347, 37.64353021, 37.64346419], [37.64383144, 37.6439144, 37.64396145, 37.64399027, 37.64401651, 37.64400371, 37.64402085, 37.64400986, 37.64405682, 37.64396206, 37.64383144]]","[[127.03171815, 127.03162892, 127.03172601, 127.03181977, 127.03171815], [127.0332724, 127.03343303, 127.03332939, 127.03326984, 127.03323626, 127.03321352, 127.03323014, 127.03316877, 127.0332724], [127.0333645, 127.03343693, 127.03336557, 127.03339436, 127.03335676, 127.03334078, 127.03331563, 127.03330565, 127.03324279, 127.03314462, 127.0333645]]"
케이와이에너지 (주)한영충전소,"[37.660656655, 127.041304272]","[[37.66131253, 37.66122983, 37.66122797, 37.66131131, 37.66131253], [37.66130642, 37.66121704, 37.6612159, 37.66130483, 37.66130642], [37.6614572, 37.66145246, 37.66132919, 37.66132817, 37.6614572], [37.66127157, 37.66117958, 37.66118037, 37.66119542, 37.66119476, 37.66126927, 37.66127157], [37.66070928, 37.6607317, 37.660826, 37.66080486, 37.66070928], [37.66059157, 37.66060095, 37.66058981, 37.66059919, 37.66058804, 37.66059345, 37.66057859, 37.66059987, 37.66061474, 37.66062015, 37.66063129, 37.66064067, 37.66065181, 37.66066119, 37.66064056, 37.66063388, 37.66060663, 37.66060717, 37.66058984, 37.66056748, 37.66056087, 37.66055294, 37.66054963, 37.66053989, 37.6605498, 37.66052743, 37.66054477, 37.66054856, 37.6605758, 37.66057093, 37.66059157], [37.66077206, 37.66078588, 37.66077677, 37.66078847, 37.66077109, 37.6607663, 37.66074559, 37.66075038, 37.66067749, 37.66066898, 37.66065904, 37.66064627, 37.66070673, 37.66070248, 37.66072485, 37.66072963, 37.66075448, 37.66074969, 37.66077206]]","[[127.04042226, 127.04042175, 127.04059029, 127.04059033, 127.04042226], [127.04067249, 127.04067097, 127.0408472, 127.04084702, 127.04067249], [127.04104725, 127.04096112, 127.04096241, 127.04104866, 127.04104725], [127.04111289, 127.04111012, 127.04118344, 127.04118368, 127.04126097, 127.04126271, 127.04111289], [127.04035069, 127.0404665, 127.04043712, 127.04032068, 127.04035069], [127.04116745, 127.04114044, 127.04113432, 127.04110732, 127.04110119, 127.04108562, 127.04107745, 127.04101617, 127.04102434, 127.04100876, 127.04101489, 127.04098789, 127.04099401, 127.04096701, 127.04095567, 127.04097488, 127.04095991, 127.04095836, 127.04094883, 127.04101321, 127.04100958, 127.04103242, 127.04103061, 127.04105865, 127.0410641, 127.04112849, 127.04113801, 127.04112711, 127.04114208, 127.0411561, 127.04116745], [127.04126626, 127.04122563, 127.04122073, 127.04118635, 127.04117698, 127.04119104, 127.04117989, 127.04116583, 127.04112657, 127.04115157, 127.04114622, 127.04118373, 127.0412163, 127.04122879, 127.04124084, 127.04122677, 127.04124016, 127.04125422, 127.04126626]]"
(주)평안에너지 도봉충전소,"[37.6922489127105, 127.04442236661]",[],[]
복지장안충전소,"[37.575959913639, 127.06731092017]","[[37.5763947, 37.57639932, 37.57638545, 37.57638967, 37.57625867, 37.57624677, 37.5763947], [37.57582708, 37.57584662, 37.57574005, 37.57574151, 37.57563268, 37.57563694, 37.5755482, 37.57554583, 37.57550916, 37.57549539, 37.57566251, 37.57565708, 37.57582708], [37.57617547, 37.57614464, 37.57609281, 37.5760902, 37.5760373, 37.57604099, 37.57600881, 37.57604119, 37.57617547], [37.57622575, 37.57620875, 37.57621452, 37.57619861, 37.57605306, 37.57608606, 37.57614239, 37.57614518, 37.57616933, 37.57617176, 37.57622575], [37.57549231, 37.57552364, 37.57542248, 37.57539017, 37.57549231], [37.57543347, 37.57545198, 37.57544621, 37.57544983, 37.57543812, 37.57544363, 37.57536176, 37.57532403, 37.57543347], [37.57534423, 37.57537781, 37.57527548, 37.57524398, 37.57534423], [37.57530989, 37.57534221, 37.57524592, 37.57521009, 37.57530989], [37.5756566, 37.57564366, 37.57564072, 37.57562416, 37.57562858, 37.57559761, 37.57559486, 37.57556573, 37.57555985, 37.57551417, 37.57550846, 37.57549898, 37.57547484, 37.57556277, 37.57558141, 37.57560554, 37.57561104, 37.57560759, 37.57560818, 37.57564266, 37.5756566]]","[[127.06663003, 127.06658181, 127.06658101, 127.06644708, 127.06643632, 127.06662174, 127.06663003], [127.0666199, 127.06648374, 127.06645454, 127.06642715, 127.06640045, 127.06636819, 127.06634491, 127.06637977, 127.06637385, 127.06651036, 127.06654866, 127.06657888, 127.0666199], [127.06681311, 127.06670395, 127.0667287, 127.06672077, 127.06674665, 127.06675933, 127.06677527, 127.06687672, 127.06681311], [127.06697901, 127.06691853, 127.06691424, 127.06685333, 127.0669219, 127.06702947, 127.06700066, 127.06701164, 127.06699717, 127.06700781, 127.06697901], [127.06796333, 127.06786193, 127.06780954, 127.06791502, 127.06796333], [127.06813738, 127.06807661, 127.06807242, 127.06805487, 127.06804852, 127.06802091, 127.06797329, 127.06808385, 127.06813738], [127.06789607, 127.06778901, 127.06773649, 127.06784458, 127.06789607], [127.06807524, 127.0679701, 127.06792292, 127.06803021, 127.06807524], [127.06674583, 127.06674214, 127.06675838, 127.06675365, 127.06672928, 127.0667301, 127.06674527, 127.06673693, 127.06676932, 127.06675626, 127.06678777, 127.06678507, 127.06691827, 127.06694342, 127.06684053, 127.06684743, 127.06681711, 127.06681612, 127.06681287, 127.06682273, 127.06674583]]"
수도에너지(주)동서울충전소,"[37.5895873776523, 127.059448773846]","[[37.59009668, 37.58991032, 37.58977695, 37.58996331, 37.59009668]]","[[127.06089897, 127.0602557, 127.06031334, 127.06094676, 127.06089897]]"
(주)홍릉가스충전소,"[37.5876472549905, 127.052993726287]",[],[]
장안동가스충전소,"[37.5628804258246, 127.058775108534]","[[37.56341849, 37.56315688, 37.56307806, 37.56311967, 37.56312697, 37.56333742, 37.56337557, 37.56339033, 37.56341991, 37.56340667, 37.56341849]]","[[127.0586354, 127.05836445, 127.05850157, 127.0585385, 127.05853296, 127.05875417, 127.05870735, 127.05871619, 127.05866777, 127.05865485, 127.0586354]]"
동일석유(주)동주충전소,"[37.499459066992, 126.928837077274]","[[37.49912749, 37.4991326, 37.49926296, 37.49926267, 37.4992683, 37.49926602, 37.49926207, 37.49926151, 37.49912749], [37.49925413, 37.49939885, 37.49940358, 37.49944807, 37.49945415, 37.49943866, 37.49944475, 37.49934959, 37.4993471, 37.49934288, 37.49934232, 37.4993457, 37.49934434, 37.49936855, 37.49936803, 37.49935649, 37.49935707, 37.49936495, 37.49936359, 37.49934078, 37.49934078, 37.49931741, 37.49931713, 37.49925744, 37.49925413], [37.4999887, 37.49998853, 37.50005813, 37.50005813, 37.50008156, 37.5000815, 37.4999887], [37.50009849, 37.50009834, 37.50008392, 37.50008387, 37.50009828, 37.50009813, 37.49998866, 37.49998887, 37.49999698, 37.49999713, 37.50009849], [37.50009893, 37.50009879, 37.50008437, 37.50008431, 37.50009873, 37.50009858, 37.49999722, 37.49999737, 37.49998926, 37.49998946, 37.50009893]]","[[126.92916738, 126.92923788, 126.9292222, 126.92921019, 126.92920859, 126.92915842, 126.92915895, 126.92915064, 126.92916738], [126.92951819, 126.92952424, 126.92942758, 126.92942895, 126.9292413, 126.92923884, 126.92906478, 126.92905955, 126.92913819, 126.92913819, 126.92916825, 126.92916825, 126.92924917, 126.92924986, 126.92931524, 126.92931507, 126.92934635, 126.92934634, 126.92941384, 126.92941262, 126.92940078, 126.92939974, 126.92940929, 126.92940528, 126.92951819], [126.92921618, 126.92932559, 126.92932525, 126.9293179, 126.92931788, 126.9292161, 126.92921618], [126.92896095, 126.92888575, 126.92888579, 126.92885921, 126.92885917, 126.92878397, 126.92878431, 126.92888666, 126.92888664, 126.92896127, 126.92896095], [126.92918374, 126.92910853, 126.92910857, 126.92908201, 126.92908196, 126.92900675, 126.92900707, 126.92908156, 126.92908174, 126.92918408, 126.92918374]]"
연일가스산업(주),"[37.573825306, 126.906180273]","[[37.57419887, 37.57431193, 37.57423418, 37.57412229, 37.57419887], [37.57410638, 37.57410794, 37.57412647, 37.57405674, 37.57399044, 37.57399169, 37.57390228, 37.57390011, 37.57383613, 37.57384054, 37.57382101, 37.57380058, 37.57379967, 37.57378937, 37.57378785, 37.57378312, 37.5737808, 37.57378393, 37.57378166, 37.57382963, 37.5738301, 37.57385165, 37.57386076, 37.57386988, 37.57385276, 37.57387325, 37.57386909, 37.57392368, 37.5739988, 37.57397036, 37.57397566, 37.57393731, 37.57394974, 37.57393289, 37.57391989, 37.57390723, 37.5738933, 37.57389448, 37.57390187, 37.5739052, 37.57392472, 37.57392285, 37.57393945, 37.57394216, 37.57397785, 37.57398143, 37.57400269, 37.57401956, 37.57405512, 37.57403925, 37.57406003, 37.57405534, 37.57409037, 37.57408785, 37.57410638], [37.5748172, 37.57478888, 37.57479264, 37.57475867, 37.5747766, 37.57474591, 37.5747283, 37.57469619, 37.57469253, 37.57463857, 37.57464174, 37.57460947, 37.57462583, 37.57459518, 37.57457887, 37.57454471, 37.57454047, 37.57451341, 37.57443891, 37.57449512, 37.57449946, 37.57453934, 37.5745358, 37.57464616, 37.57465169, 37.57468908, 37.57468515, 37.57474258, 37.5748172], [37.57449119, 37.57442559, 37.57436049, 37.57436432, 37.57434321, 37.57431424, 37.574314, 37.57430076, 37.57430008, 37.57428131, 37.57428087, 37.57426843, 37.57426731, 37.57426884, 37.57426129, 37.57425758, 37.57425617, 37.57426736, 37.57426706, 37.57428402, 37.57428433, 37.574298, 37.57429786, 37.57432825, 37.57434622, 37.57434162, 37.57439826, 37.57447345, 37.5744455, 37.57444886, 37.57441537, 37.57443298, 37.57440112, 37.57438196, 37.57437898, 37.57436527, 37.57437055, 37.57439086, 37.57440427, 37.57444107, 37.5744279, 37.57446342, 37.57445982, 37.57449119]]","[[126.90581823, 126.90569198, 126.90558351, 126.90570942, 126.90581823], [126.90694653, 126.90694872, 126.90692499, 126.90682645, 126.90689749, 126.90689954, 126.90699989, 126.90699729, 126.9070694, 126.90707685, 126.9070984, 126.9070966, 126.90711301, 126.90711188, 126.90716456, 126.90716451, 126.90722318, 126.90722357, 126.90729793, 126.9073021, 126.90729586, 126.90729691, 126.90728905, 126.9073049, 126.90732164, 126.90735138, 126.90735744, 126.90743651, 126.90735645, 126.90731739, 126.90731243, 126.90725711, 126.90724487, 126.90722118, 126.90723426, 126.90721669, 126.90721608, 126.90717289, 126.90716459, 126.90716778, 126.90714717, 126.90714519, 126.90712626, 126.90712989, 126.90709112, 126.90709724, 126.90707574, 126.90709913, 126.90706036, 126.90703699, 126.90701503, 126.90700865, 126.9069697, 126.90696662, 126.90694653], [126.90737201, 126.90733114, 126.9073274, 126.90728137, 126.90726117, 126.90721744, 126.90723777, 126.90719044, 126.90719389, 126.90711597, 126.90711218, 126.9070684, 126.90704822, 126.90700501, 126.90702234, 126.90697311, 126.90697788, 126.90693848, 126.90701977, 126.90710128, 126.90709634, 126.9071541, 126.90715807, 126.90731685, 126.90731044, 126.90736739, 126.90737237, 126.90745271, 126.90737201], [126.90655061, 126.90645854, 126.90652835, 126.90653478, 126.9065596, 126.906557, 126.90657099, 126.90656865, 126.90657601, 126.90657277, 126.90658781, 126.90658729, 126.90661986, 126.90662008, 126.90679531, 126.9067955, 126.90683673, 126.9068422, 126.90685143, 126.90685271, 126.90685847, 126.90685949, 126.90687285, 126.90687537, 126.90690278, 126.9069069, 126.9069875, 126.90690658, 126.90686496, 126.90686064, 126.90681554, 126.90679523, 126.90675227, 126.90677145, 126.90676736, 126.906766, 126.90667536, 126.90667778, 126.90669384, 126.90665283, 126.90663337, 126.90659157, 126.90658565, 126.90655061]]"
(주)에이치앤디이-서울만남의광장,"[37.4600883955452, 127.04208399514]",[],[]
서초충전소,"[37.4731812157774, 126.995358181084]",[],[]
수도석유(주)방배충전소,"[37.4791036332105, 126.982137128459]",[],[]
